Age,Gender,MaritalStatus,Education,Occupation,MonthlyIncomeINR,City,Organization,EventsAttendedAnnually,VisitReason,FirstVisit,EventDiscovery,RegistrationMode,PreferredEventType,HoursSpent,TravelDistance,AttendingWith,ParticipationFrequency,SpendPerVisitINR,PremiumSeatingInterest,BundlePreference,NetworkingInterest,FoodPreferences,MaxFoodSpendINR,SponsorOrExhibitorInterest,CoWorkingInterest,PostEventPartyInterest,Importance_Parking,Importance_Restrooms,Importance_Accessibility,Importance_WiFi,Importance_Signage,Importance_Security,Importance_Seating Comfort,Importance_Cleanliness,Experience_Mobile App,Experience_Digital Ticketing,Experience_Interactive Screens,Experience_Live Streaming,OverallCleanlinessRating,StaffHelpful,NavigationEasy,UsedCloakRoom,UseMobileApp,UsedPublicTransport,SocialMediaPostIntent,ReadReviews,LivePollParticipation,SharePreferencesForPersonalization,NewsletterSubscription,RecommendJioWorldCentre,OverallSatisfaction,ChallengesFaced,MainConcern,RegPaymentIssue,SustainabilityImportance,Suggestions,AdditionalFacilities,ContactConsent,Email
29,Male,Married,Postgraduate,Corporate,82656,Bangalore,Other,3,Performance,Yes,Word of Mouth,Online,Family,5.2,Within city,Alone,Annually,8250,No,Networking Access,No,"Indian,No preference",749,No,Yes,No,4,4,3,5,4,4,4,5,4,3,4,3,4,Yes,Yes,No,Yes,No,Yes,Never,Yes,Yes,No,10.0,10.0,"Tech Issues,Signage",Crowds,Yes,2,,,No,
41,Male,Married,Graduate,Student,30410,Delhi,Other,1,Meeting,No,Ad,Online,Art & Culture,3.5,Within city,Family,Quarterly,6330,No,Event + Food,Yes,Vegan,1270,No,No,No,4,3,3,3,3,4,5,4,4,5,3,3,4,Yes,Yes,No,Maybe,No,Yes,Always,Yes,Maybe,No,10.0,3.0,"Signage,Seating",Safety,No,5,,,Yes,
41,Female,Single,Postgraduate,Corporate,133235,Ahmedabad,Reliance,2,Exhibition,No,Social Media,At venue,Other,5.2,Within city,Alone,Quarterly,5063,No,Parking,Yes,Continental,216,Maybe,Yes,No,5,3,4,3,3,4,4,4,2,4,3,2,3,Somewhat,Somewhat,Yes,No,No,No,Always,No,Maybe,No,9.0,9.0,"Seating,Tech Issues",Safety,No,2,,,Yes,
18,Female,Single,Postgraduate,Corporate,89010,Mumbai,Reliance,6,Conference,Yes,Corporate,Online,Industry,5.9,Within city,Colleagues,Annually,7050,No,Parking,No,"Vegan,Indian,Asian",2005,Yes,Yes,Maybe,4,5,4,2,3,4,4,3,2,4,5,3,4,Yes,Yes,No,Yes,Yes,Yes,Sometimes,No,Maybe,No,10.0,6.0,Signage,Safety,No,5,,,No,user4798@mail.com
28,Female,Single,Graduate,Corporate,122608,Mumbai,TCS,1,Conference,No,Email,Online,Family,2.8,Within city,Friends,Monthly,9149,No,Networking Access,Yes,"Vegan,Asian,No preference",1635,No,Yes,Yes,2,5,5,4,3,3,5,3,5,3,4,4,4,Yes,Yes,Yes,No,Sometimes,Maybe,Sometimes,Yes,No,Yes,7.0,7.0,Other,Safety,No,5,,,Yes,
37,Female,Married,PhD,Academic,95733,Other,College,2,Banquet,No,Email,Online,Academic,1.8,Within city,Alone,Rarely,8078,No,Parking,Yes,Continental,375,Maybe,No,Yes,5,3,5,5,3,4,5,5,5,4,4,3,5,Somewhat,Yes,No,Yes,Sometimes,No,Never,Yes,Maybe,No,7.0,7.0,Waiting Time,Crowds,Yes,5,,,No,
22,Male,Single,Graduate,Academic,91214,Mumbai,Other,3,Banquet,No,Social Media,Online,Academic,3.5,50-100km,Friends,Annually,2882,No,Event + Food,Yes,"No preference,Indian,Asian",1524,No,No,Maybe,4,5,4,5,4,4,5,5,5,4,4,4,5,Yes,Yes,No,Yes,No,Maybe,Sometimes,No,No,No,10.0,8.0,"Waiting Time,Tech Issues",COVID-19,No,4,,,Yes,
27,Male,Married,High School,Academic,225802,Delhi,Infosys,3,Exhibition,No,Social Media,Online,Art & Culture,3.9,Within city,Family,Annually,3762,No,None,No,"No preference,Asian,Gluten-free",2851,No,No,Yes,5,2,5,5,4,5,4,4,2,3,3,4,4,No,Yes,No,No,No,No,Sometimes,Yes,No,No,8.0,10.0,"Waiting Time,Parking,Accessibility",Safety,No,3,,,Yes,
22,Male,Married,Postgraduate,Corporate,193092,Ahmedabad,HUL,2,Exhibition,No,Other,Online,Family,5.9,Within city,Alone,Annually,5580,No,Event + Food,Yes,"Asian,No preference",1347,No,No,Yes,4,5,4,3,5,5,4,5,3,3,4,4,3,Yes,Somewhat,Yes,Yes,No,No,Sometimes,No,Yes,No,7.0,8.0,"Parking,Food Quality,Accessibility",Other,No,4,,,No,
31,Male,Single,Graduate,Academic,125407,Delhi,Startup,3,Conference,Yes,Email,Other,Art & Culture,4.5,Within city,Alone,Annually,2801,No,Event + Food,Yes,"Asian,Indian",1788,No,Maybe,Yes,5,5,4,5,1,5,4,3,5,4,4,4,5,Yes,Yes,No,Yes,No,No,Never,No,No,Yes,7.0,9.0,"Food Quality,Signage",Crowds,Yes,4,,,No,
39,Female,Single,PhD,Entrepreneur,340679,Other,Other,4,Meeting,Yes,Other,Online,Art & Culture,2.9,50-100km,Alone,Quarterly,4543,No,None,No,"No preference,Continental",3503,Yes,No,Yes,3,5,4,4,3,3,3,5,3,3,3,4,4,No,Yes,No,Yes,Sometimes,No,Always,Yes,Yes,Yes,8.0,8.0,Other,Crowds,No,3,,,Yes,
26,Male,Single,Graduate,Corporate,46524,Pune,Startup,2,Meeting,Yes,Social Media,Online,Entertainment,2.4,Within city,Colleagues,Monthly,6663,No,Event + Food,No,Asian,943,Yes,No,No,4,5,4,2,5,5,5,4,4,2,3,4,3,Somewhat,Yes,No,Yes,No,No,Sometimes,Yes,No,No,9.0,4.0,Food Quality,Facilities,No,3,,,Yes,
37,Female,Single,Postgraduate,Corporate,106729,Mumbai,HUL,5,Exhibition,Yes,Social Media,Online,Art & Culture,2.5,Within city,Alone,Annually,1460,No,Event + Food,No,"Gluten-free,Vegan",1247,No,Yes,Yes,4,3,5,4,5,5,5,4,2,2,4,4,4,Somewhat,Yes,No,No,No,Maybe,Always,No,Yes,No,6.0,10.0,"Other,Signage",Facilities,No,2,,,No,
20,Male,Married,Postgraduate,Corporate,56805,Chennai,Not Disclosed,1,Meeting,Yes,Other,Online,Entertainment,9.1,Outstation,Family,Annually,16165,Maybe,Event + Food,No,Gluten-free,396,No,Yes,Yes,5,5,3,5,3,5,4,4,4,4,2,2,4,Yes,No,Yes,Yes,No,Yes,Sometimes,Yes,Maybe,No,8.0,9.0,"Tech Issues,Seating",Facilities,Yes,3,,,No,
45,Male,Married,Postgraduate,Entrepreneur,392392,Mumbai,College,2,Conference,No,Social Media,Online,Family,6.3,Within city,Alone,Annually,2658,Yes,None,No,Quick snacks,1680,No,No,Yes,5,3,5,4,5,4,5,3,3,3,5,4,3,Yes,Yes,Yes,Yes,No,No,Sometimes,Yes,No,Yes,7.0,10.0,Accessibility,Safety,Somewhat,5,,,No,
31,Female,Married,Postgraduate,Corporate,102652,Hyderabad,Other,4,Banquet,No,Email,Online,Art & Culture,3.8,Within city,Colleagues,Quarterly,2862,No,Event + Food,Yes,Indian,1854,No,No,Yes,4,5,4,3,3,3,3,5,4,2,3,4,4,Yes,Yes,No,Maybe,No,No,Sometimes,No,Yes,No,10.0,5.0,"Food Quality,Other,Signage",Safety,No,5,,,No,
53,Male,Single,Graduate,Corporate,42527,Mumbai,Reliance,2,Conference,Yes,Social Media,Online,Academic,0.0,Outstation,Friends,Monthly,7299,Maybe,Event + Food,No,Continental,1783,No,Yes,Yes,4,5,5,4,4,5,5,3,3,3,3,5,4,No,Yes,No,No,No,Yes,Sometimes,No,Maybe,Yes,8.0,10.0,"Waiting Time,Food Quality,Accessibility",Safety,No,5,,,No,
40,Male,Married,Graduate,Academic,63921,Hyderabad,Not Disclosed,3,Conference,No,Social Media,Online,Industry,4.2,Within city,Friends,Rarely,4577,No,Networking Access,Yes,"Gluten-free,Quick snacks",1532,Yes,Yes,Yes,4,3,4,3,5,5,4,5,3,3,4,3,4,Yes,Yes,No,Maybe,No,Yes,Sometimes,Yes,Yes,Yes,9.0,10.0,"Food Quality,Parking",Safety,No,5,,,No,user1260@mail.com
53,Male,Married,Graduate,Other,70011,Chennai,Other,4,Exhibition,No,Email,Through organization,Art & Culture,5.9,Within city,Family,Annually,2451,No,Event + Food,No,Vegan,2021,Maybe,No,Maybe,4,4,4,5,5,4,4,5,4,3,5,4,5,Yes,Yes,No,Yes,No,No,Sometimes,No,Maybe,No,7.0,7.0,"Signage,Tech Issues,Other",Facilities,No,3,,,No,user1924@mail.com
40,Male,Married,Postgraduate,Entrepreneur,81680,Delhi,Infosys,1,Conference,Yes,Social Media,Online,Other,1.8,Outstation,Colleagues,Annually,7290,Yes,VIP Perks,No,"Quick snacks,Indian,No preference",1102,No,Yes,Yes,4,5,3,4,3,5,4,4,5,3,5,5,4,Yes,Yes,No,Yes,Yes,Yes,Always,Yes,No,No,10.0,10.0,"Accessibility,Other,Tech Issues",Pricing,No,3,,,No,
44,Male,Other,Graduate,Corporate,141426,Delhi,Reliance,1,Performance,No,Word of Mouth,Online,Art & Culture,3.5,Within city,Family,Annually,1764,Maybe,Networking Access,No,Continental,1232,Maybe,Yes,Maybe,5,5,4,4,5,3,4,3,5,5,3,4,4,No,Yes,No,Yes,Sometimes,No,Always,No,No,No,4.0,8.0,"Waiting Time,Food Quality",Crowds,No,5,,,No,
26,Male,Single,Postgraduate,Other,137966,Pune,Startup,3,Exhibition,No,Other,Through organization,Academic,6.1,Within city,Friends,Quarterly,14153,No,Networking Access,Yes,No preference,2020,Maybe,Yes,Yes,4,4,4,3,3,3,2,4,5,2,5,4,5,Yes,Yes,No,Yes,Yes,Yes,Always,No,Maybe,Yes,10.0,9.0,"Other,Tech Issues",Pricing,No,5,,,No,
26,Male,Married,Postgraduate,Corporate,103427,Mumbai,TCS,2,Exhibition,Yes,Corporate,Online,Other,5.1,50-100km,Alone,Rarely,10506,Yes,None,Yes,Indian,2015,No,Yes,Maybe,4,5,4,3,4,3,5,5,4,3,5,2,4,Yes,Yes,No,Yes,No,Yes,Always,Yes,Yes,Yes,3.0,10.0,"Other,Parking",Crowds,No,5,,,Yes,user3804@mail.com
20,Female,Married,High School,Corporate,64603,Pune,Not Disclosed,2,Exhibition,No,Ad,Online,Industry,6.3,Within city,Alone,Rarely,3967,No,Event + Food,Yes,Asian,4568,No,Maybe,No,3,3,1,4,3,4,3,4,5,5,5,4,4,Yes,No,Yes,Yes,Sometimes,Yes,Never,No,Maybe,Yes,8.0,9.0,"Seating,Accessibility,Food Quality",Pricing,Yes,2,,,Yes,
43,Female,Married,Graduate,Corporate,176314,Hyderabad,College,0,Meeting,Yes,Corporate,Online,Entertainment,3.9,Within city,Friends,Annually,2950,Yes,VIP Perks,Yes,"Continental,Vegan",1166,No,No,Maybe,5,4,5,4,4,3,2,4,3,4,4,4,3,Yes,Somewhat,No,No,No,No,Sometimes,Yes,Maybe,Yes,10.0,8.0,"Tech Issues,Waiting Time",Safety,No,4,,,No,
33,Male,Married,Postgraduate,Artist,105795,Mumbai,Not Disclosed,6,Conference,No,Email,Online,Academic,0.0,Within city,Alone,Quarterly,4051,No,Event + Food,Yes,Vegan,1360,No,Maybe,No,4,5,5,3,4,3,4,4,4,4,4,4,4,Yes,Yes,Yes,Maybe,Yes,Maybe,Sometimes,No,Maybe,No,9.0,7.0,Waiting Time,COVID-19,No,2,,,Yes,
38,Female,Married,Postgraduate,Student,45616,Mumbai,TCS,3,Performance,No,Ad,Online,Entertainment,4.0,Within city,Alone,Quarterly,15272,No,VIP Perks,No,"Asian,Gluten-free,No preference",2442,No,No,Maybe,3,4,3,3,5,4,5,5,3,3,3,4,4,Yes,Somewhat,No,No,Yes,Maybe,Sometimes,No,Maybe,Yes,10.0,6.0,"Accessibility,Food Quality",Crowds,No,4,,,Yes,
47,Female,Single,Graduate,Corporate,161166,Mumbai,Not Disclosed,2,Meeting,Yes,Ad,Online,Entertainment,1.7,Within city,Alone,Rarely,5466,No,Event + Food,No,No preference,995,No,Yes,Yes,3,3,5,2,5,5,4,5,3,3,2,3,4,Yes,Yes,No,Maybe,No,No,Always,No,Yes,Yes,10.0,8.0,Parking,Crowds,No,2,,,No,
23,Female,Single,Postgraduate,Corporate,115787,Delhi,Reliance,6,Banquet,No,Social Media,Online,Entertainment,5.8,Outstation,Alone,Quarterly,5176,No,Parking,Yes,"Vegan,No preference",1724,No,No,Maybe,4,4,5,4,4,5,4,4,2,4,4,3,5,Yes,Somewhat,No,Maybe,No,No,Sometimes,Yes,Maybe,Yes,9.0,9.0,Other,Facilities,No,3,,,No,
27,Male,Single,Graduate,Academic,45957,Mumbai,Other,3,Performance,No,Other,Online,Other,3.4,Outstation,Family,Quarterly,11501,No,VIP Perks,Yes,"Quick snacks,Indian,Gluten-free",291,No,Yes,No,5,3,4,5,4,3,5,3,2,3,3,2,4,Yes,Yes,Yes,Yes,Sometimes,Maybe,Sometimes,Yes,Yes,Yes,10.0,10.0,"Tech Issues,Seating,Food Quality",Facilities,No,4,,,No,user3053@mail.com
26,Male,Married,High School,Student,75131,Mumbai,Startup,8,Conference,No,Ad,At venue,Entertainment,4.3,Outstation,Family,Monthly,4504,No,Event + Food,Yes,"Vegan,No preference,Asian",1361,No,No,No,3,3,4,3,4,5,2,3,4,3,4,4,4,Yes,Somewhat,No,Yes,No,No,Sometimes,Yes,No,No,7.0,8.0,Waiting Time,Crowds,No,5,,,No,
32,Male,Married,Graduate,Other,112264,Delhi,Infosys,1,Banquet,No,Email,Through organization,Academic,3.4,50-100km,Alone,Rarely,4857,No,Event + Food,No,Continental,2508,No,No,Yes,5,5,4,4,4,3,5,3,2,4,5,3,5,Somewhat,Yes,No,Maybe,No,No,Sometimes,No,Yes,No,10.0,7.0,Parking,Crowds,No,1,,,Yes,
39,Male,Married,Graduate,Artist,84338,Mumbai,Reliance,4,Meeting,No,Corporate,Online,Industry,2.3,Outstation,Colleagues,Quarterly,3552,Yes,Event + Food,Yes,"Vegan,Quick snacks",1118,No,No,Yes,5,2,5,4,4,4,4,4,4,3,3,5,5,Yes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,7.0,6.0,Seating,Safety,No,5,,,No,
26,Male,Single,Graduate,Corporate,156759,Hyderabad,Not Disclosed,3,Conference,No,Social Media,Through organization,Family,0.7,Within city,Alone,Rarely,2455,Maybe,None,Yes,"Gluten-free,Asian,Continental",373,Maybe,Yes,Yes,4,3,3,4,4,5,4,5,5,3,4,4,3,Yes,Yes,No,Yes,No,Maybe,Sometimes,Yes,Yes,No,10.0,5.0,Seating,Pricing,No,2,,,No,
22,Female,Married,Postgraduate,Entrepreneur,151916,Mumbai,Reliance,2,Meeting,Yes,Word of Mouth,Online,Art & Culture,0.5,Within city,Colleagues,Annually,1484,Yes,Networking Access,No,"Asian,Continental,Gluten-free",580,No,No,Yes,5,5,4,4,3,5,5,5,2,4,4,3,5,Yes,Yes,No,Yes,No,Maybe,Sometimes,Yes,Maybe,No,8.0,7.0,"Seating,Food Quality,Other",Safety,Somewhat,4,,,No,user4272@mail.com
28,Male,Single,High School,Corporate,138989,Other,Not Disclosed,4,Conference,No,Corporate,Through organization,Art & Culture,3.4,Within city,Family,Rarely,2680,Yes,Networking Access,Yes,"Continental,Asian,Quick snacks",1261,No,Yes,Yes,5,4,3,4,5,4,4,4,4,5,4,5,4,Somewhat,Yes,No,Yes,No,Maybe,Sometimes,No,Maybe,No,10.0,9.0,Signage,Crowds,No,4,,,Yes,
38,Male,Married,High School,Entrepreneur,44429,Delhi,TCS,1,Conference,No,Word of Mouth,Through organization,Academic,1.9,Within city,Alone,Annually,2636,Yes,None,No,"Indian,Continental",6816,Yes,Yes,Yes,3,3,4,5,4,5,5,4,4,5,3,4,5,Yes,No,No,Yes,Yes,No,Sometimes,No,Maybe,No,10.0,10.0,"Accessibility,Waiting Time",Pricing,No,4,,,Yes,
33,Male,Married,Postgraduate,Student,77445,Pune,Startup,2,Meeting,Yes,Social Media,Online,Entertainment,5.0,Within city,Family,Quarterly,7997,Yes,Parking,No,"Vegan,Quick snacks",2160,No,No,Yes,5,5,5,3,3,3,2,4,4,3,2,2,5,Yes,Yes,No,Yes,Sometimes,Maybe,Sometimes,No,No,No,4.0,9.0,"Signage,Other,Parking",Facilities,No,4,,,No,
23,Male,Married,Graduate,Corporate,58102,Chennai,HUL,2,Other,No,Social Media,Online,Industry,9.3,Within city,Family,Quarterly,4303,No,VIP Perks,Yes,Asian,660,No,Yes,No,3,4,5,5,4,5,2,3,4,4,4,3,5,Yes,Yes,No,Maybe,No,No,Always,Yes,No,No,6.0,7.0,"Signage,Parking,Waiting Time",COVID-19,No,5,,,No,
31,Male,Single,Graduate,Entrepreneur,160514,Chennai,Other,4,Meeting,Yes,Other,Online,Other,2.0,Within city,Family,Rarely,3868,Maybe,Event + Food,Yes,Gluten-free,740,No,No,Yes,4,4,5,4,3,4,4,4,4,5,3,5,4,Somewhat,No,Yes,Maybe,No,No,Sometimes,No,Yes,Yes,9.0,10.0,"Waiting Time,Food Quality",Pricing,No,4,,,No,
38,Male,Married,Graduate,Academic,256474,Chennai,Not Disclosed,2,Banquet,No,Email,Online,Family,7.2,Outstation,Friends,Annually,12679,No,None,No,Vegan,391,No,No,Yes,5,4,3,5,3,5,5,4,3,3,4,3,4,Yes,No,Yes,Yes,Yes,Yes,Sometimes,No,Yes,Yes,8.0,9.0,"Seating,Signage,Accessibility",Pricing,No,3,,,Yes,user3811@mail.com
20,Female,Single,High School,Entrepreneur,111578,Mumbai,HUL,4,Conference,Yes,Email,Online,Art & Culture,5.1,Outstation,Family,Annually,6797,No,None,Yes,"Quick snacks,No preference,Continental",2694,No,Yes,Yes,4,4,4,5,3,4,4,4,4,1,2,3,5,Yes,Somewhat,No,No,Yes,No,Sometimes,Yes,No,Yes,7.0,9.0,"Tech Issues,Signage,Parking",Facilities,No,4,,,No,
40,Male,Married,Graduate,Corporate,79890,Hyderabad,Not Disclosed,2,Exhibition,Yes,Word of Mouth,Online,Industry,2.2,Within city,Alone,Rarely,1127,No,Event + Food,Yes,"Indian,Quick snacks",1202,Maybe,No,No,4,4,4,4,4,4,5,5,4,3,3,3,3,Yes,Yes,Yes,No,No,Yes,Always,Yes,No,No,10.0,5.0,"Seating,Signage,Waiting Time",Pricing,No,4,,,No,
30,Male,Single,Other,Entrepreneur,70012,Mumbai,TCS,6,Performance,No,Ad,Through organization,Academic,3.4,Within city,Family,Quarterly,3480,No,Networking Access,No,"Continental,Quick snacks,Vegan",1433,No,No,Yes,4,5,3,4,4,4,5,4,4,3,5,4,4,Yes,Yes,No,Yes,No,Yes,Sometimes,No,Yes,Yes,8.0,10.0,Seating,Crowds,Yes,4,,,No,user2855@mail.com
37,Female,Married,Graduate,Corporate,103420,Mumbai,Reliance,3,Meeting,Yes,Social Media,Online,Academic,2.7,Outstation,Family,Quarterly,5165,Yes,None,Yes,"Continental,Quick snacks,Gluten-free",1477,No,Yes,Yes,5,5,5,2,5,3,5,4,4,3,5,3,3,Yes,Yes,No,Yes,No,Yes,Sometimes,No,Yes,No,8.0,10.0,"Waiting Time,Accessibility,Signage",Crowds,No,4,,,Yes,
36,Female,Married,Other,Corporate,64861,Delhi,Reliance,3,Conference,No,Word of Mouth,At venue,Family,2.5,International,Family,Annually,4337,Maybe,Event + Food,Yes,"Gluten-free,Quick snacks",1793,No,Yes,Yes,5,2,4,3,3,4,4,3,3,2,5,3,5,Somewhat,Somewhat,No,Yes,No,No,Never,Yes,No,Yes,8.0,5.0,Signage,Facilities,No,3,,,No,
39,Female,Married,Graduate,Academic,70771,Mumbai,Other,5,Other,No,Social Media,Online,Academic,6.3,Within city,Alone,Rarely,1903,No,None,No,"Gluten-free,Continental",2211,No,No,Yes,4,5,3,4,5,3,5,4,4,3,4,3,4,Somewhat,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,No,5.0,7.0,"Waiting Time,Parking",Crowds,No,5,,,No,
44,Female,Married,Graduate,Student,78817,Hyderabad,Startup,4,Conference,No,Email,Through organization,Academic,4.5,Within city,Friends,Annually,2596,Yes,Event + Food,No,No preference,1596,Maybe,No,No,4,5,4,5,4,2,4,5,3,1,3,2,3,Yes,Yes,No,Maybe,No,Yes,Always,No,Yes,Yes,7.0,7.0,"Other,Seating,Tech Issues",Facilities,No,2,,,No,
39,Male,Single,Graduate,Student,57345,Mumbai,Infosys,4,Banquet,Yes,Social Media,Online,Family,4.3,Outstation,Family,Annually,3587,No,Event + Food,Yes,"Continental,No preference",788,No,Maybe,Yes,5,3,5,4,3,4,4,4,4,3,5,4,4,No,Yes,Yes,Yes,Yes,No,Never,No,No,No,7.0,8.0,Seating,Other,No,2,,,No,
33,Male,Single,Graduate,Entrepreneur,191936,Mumbai,College,2,Conference,Yes,Email,Online,Academic,1.7,Within city,Colleagues,Quarterly,3397,No,Event + Food,Yes,Vegan,391,No,No,Yes,4,4,5,3,4,3,5,4,2,3,4,5,5,Somewhat,No,No,Maybe,No,Maybe,Sometimes,No,No,No,10.0,9.0,"Waiting Time,Food Quality,Parking",Crowds,No,3,,,No,
32,Male,Single,High School,Entrepreneur,55228,Delhi,TCS,30,Performance,Yes,Social Media,Online,Art & Culture,4.3,Within city,Family,Rarely,3081,No,Event + Food,No,Gluten-free,1693,Yes,Yes,Maybe,4,5,5,4,4,5,5,4,3,4,4,3,4,Yes,No,No,No,No,No,Sometimes,Yes,Yes,No,9.0,10.0,"Food Quality,Tech Issues,Signage",COVID-19,No,5,,,No,
33,Male,Married,Graduate,Entrepreneur,61093,Chennai,Infosys,2,Conference,No,Word of Mouth,Other,Industry,4.1,Within city,Friends,Quarterly,1577,No,None,Yes,"Indian,No preference,Vegan",809,No,No,Maybe,5,3,5,5,4,3,4,3,5,3,4,3,4,Yes,Yes,No,Maybe,No,Yes,Sometimes,No,Maybe,No,10.0,9.0,Tech Issues,Safety,Yes,3,,,No,user2810@mail.com
31,Female,Single,Graduate,Entrepreneur,84032,Hyderabad,Other,5,Conference,Yes,Email,Online,Family,4.8,Within city,Alone,Quarterly,3114,No,Event + Food,Yes,"Quick snacks,Vegan,Gluten-free",3278,No,No,No,3,4,5,2,4,3,5,4,4,5,4,4,4,Yes,Somewhat,No,Yes,No,Maybe,Sometimes,Yes,Yes,Yes,7.0,7.0,"Food Quality,Tech Issues,Parking",Pricing,No,4,,,No,
39,Male,Married,High School,Academic,45029,Mumbai,TCS,0,Banquet,No,Email,At venue,Industry,6.5,Within city,Colleagues,Rarely,1273,No,None,No,"No preference,Indian,Gluten-free",1460,No,Yes,Maybe,4,4,5,5,4,5,4,4,3,4,5,2,5,Yes,Yes,No,No,No,Maybe,Always,No,No,Yes,6.0,9.0,"Other,Seating,Tech Issues",Other,Somewhat,2,,,Yes,user183@mail.com
34,Female,Single,Graduate,Entrepreneur,16661,Mumbai,Not Disclosed,3,Conference,No,Social Media,Online,Entertainment,6.3,Within city,Alone,Quarterly,3381,Maybe,None,Yes,"Vegan,Continental",1432,No,No,Maybe,4,5,3,4,5,5,4,4,3,2,5,3,3,Yes,Somewhat,No,Yes,No,Maybe,Sometimes,No,Yes,Yes,5.0,10.0,Food Quality,Crowds,No,5,,,No,
24,Male,Married,Graduate,Corporate,133679,Pune,Other,3,Conference,Yes,Word of Mouth,Online,Entertainment,3.6,50-100km,Family,Annually,4589,Yes,VIP Perks,Yes,Gluten-free,1020,No,No,No,4,5,4,4,4,5,5,5,3,4,5,3,4,Yes,Yes,No,Yes,No,No,Sometimes,No,Yes,No,4.0,8.0,Other,Safety,Somewhat,2,,,No,
47,Male,Single,Graduate,Corporate,60589,Mumbai,Infosys,5,Meeting,No,Word of Mouth,Online,Industry,4.8,Within city,Alone,Annually,3007,No,Parking,Yes,Vegan,2206,No,No,No,5,4,3,3,3,3,5,5,5,5,5,2,4,Somewhat,Somewhat,Yes,Yes,No,No,Sometimes,Yes,Yes,No,6.0,6.0,Seating,Crowds,Yes,4,,,No,
45,Male,Married,Postgraduate,Corporate,147951,Mumbai,Not Disclosed,1,Banquet,Yes,Email,Online,Industry,6.4,Within city,Other,Annually,2473,No,Networking Access,No,"Continental,Quick snacks",2659,No,No,Yes,5,4,4,5,4,4,4,5,4,4,4,3,5,Yes,Yes,Yes,Yes,No,No,Sometimes,Yes,Yes,Yes,7.0,7.0,Other,Safety,No,5,,,No,
37,Male,Married,Graduate,Corporate,84354,Bangalore,Not Disclosed,3,Exhibition,No,Email,At venue,Entertainment,3.7,Outstation,Friends,Annually,6350,No,Event + Food,No,Asian,988,No,Yes,Yes,3,4,5,4,4,5,4,4,4,3,3,5,4,Somewhat,Yes,No,Maybe,Yes,No,Sometimes,No,Maybe,No,10.0,7.0,Other,Pricing,Yes,5,,,No,
28,Male,Other,Postgraduate,Student,276411,Delhi,College,3,Exhibition,No,Corporate,Online,Other,5.1,Within city,Alone,Quarterly,7620,Yes,Networking Access,No,"Quick snacks,Vegan,No preference",2697,No,Maybe,Maybe,5,5,4,5,5,3,5,4,3,3,4,4,5,Yes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,No,7.0,10.0,"Food Quality,Tech Issues,Waiting Time",Facilities,No,3,,,No,
29,Female,Single,High School,Artist,97949,Other,Startup,2,Banquet,Yes,Ad,Online,Industry,4.3,Within city,Other,Annually,2450,Maybe,Parking,Yes,Continental,1202,No,No,No,5,5,5,3,4,5,4,4,5,4,3,3,4,Yes,Yes,No,Maybe,Yes,No,Always,No,No,No,9.0,8.0,Parking,Other,No,3,,,No,
30,Male,Single,Postgraduate,Corporate,103996,Mumbai,Startup,1,Banquet,Yes,Social Media,Online,Art & Culture,5.2,Within city,Alone,Rarely,3199,No,Event + Food,No,Vegan,526,No,Yes,Yes,3,5,3,5,4,5,5,5,4,4,2,4,5,Yes,Yes,No,No,No,No,Sometimes,Yes,Yes,Yes,4.0,6.0,"Seating,Accessibility,Tech Issues",Other,No,3,,,No,
29,Male,Single,High School,Academic,127873,Other,HUL,3,Exhibition,No,Social Media,At venue,Art & Culture,4.0,Outstation,Family,Annually,8178,No,Event + Food,No,"No preference,Quick snacks",428,No,No,No,4,3,4,3,4,5,3,5,3,4,3,5,4,Yes,Yes,No,Yes,No,No,Always,No,No,No,8.0,9.0,"Signage,Other,Parking",Facilities,No,4,,,Yes,
39,Male,Single,Graduate,Corporate,92809,Hyderabad,Infosys,0,Conference,Yes,Social Media,Online,Entertainment,4.2,50-100km,Family,Annually,17019,No,Event + Food,Yes,"Vegan,Asian,Indian",1289,No,No,No,3,4,5,4,3,4,4,5,3,4,4,4,4,Yes,Yes,Yes,Maybe,Sometimes,No,Sometimes,Yes,No,Yes,10.0,9.0,Waiting Time,Pricing,Yes,4,,,No,
35,Male,Single,Postgraduate,Artist,73290,Mumbai,Startup,3,Conference,Yes,Corporate,Online,Art & Culture,2.9,Outstation,Family,Annually,7029,Yes,Event + Food,Yes,"Indian,Continental",772,No,Maybe,Maybe,2,4,5,5,5,4,5,5,4,2,5,4,4,Yes,Yes,No,Maybe,Yes,Yes,Sometimes,Yes,Maybe,No,10.0,9.0,"Seating,Other,Tech Issues",Crowds,Somewhat,5,,,No,
30,Male,Married,Graduate,Corporate,222273,Hyderabad,Reliance,2,Conference,Yes,Social Media,Other,Industry,3.0,Within city,Family,Rarely,10207,Yes,Event + Food,No,"Quick snacks,Indian",2908,Maybe,No,Yes,5,3,5,4,4,5,5,4,5,5,2,5,4,Somewhat,Yes,No,Maybe,No,No,Sometimes,Yes,Maybe,No,10.0,9.0,"Seating,Tech Issues,Signage",Pricing,No,3,,,No,
